employee_id,first_name_th,last_name_th,first_name_en,last_name_en,email,branch_code,dept_code,position_title,position_level,reports_to_employee_id,hire_date,status,employment_type,is_canon_leader,canon_role_label
EMP-L3-00382,Staff382,Member,Staff382,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00383,Staff383,Member,Staff383,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00384,Staff384,Member,Staff384,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00385,Staff385,Member,Staff385,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00386,Staff386,Member,Staff386,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00387,Staff387,Member,Staff387,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00388,Staff388,Member,Staff388,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00389,Staff389,Member,Staff389,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00390,Staff390,Member,Staff390,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00391,Staff391,Member,Staff391,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00392,Staff392,Member,Staff392,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00393,Staff393,Member,Staff393,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00394,Staff394,Member,Staff394,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00395,Staff395,Member,Staff395,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00396,Staff396,Member,Staff396,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00397,Staff397,Member,Staff397,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00398,Staff398,Member,Staff398,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00399,Staff399,Member,Staff399,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00400,Staff400,Member,Staff400,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00401,Staff401,Member,Staff401,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00402,Staff402,Member,Staff402,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00403,Staff403,Member,Staff403,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00404,Staff404,Member,Staff404,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00405,Staff405,Member,Staff405,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00406,Staff406,Member,Staff406,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00407,Staff407,Member,Staff407,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00408,Staff408,Member,Staff408,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00409,Staff409,Member,Staff409,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00410,Staff410,Member,Staff410,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00411,Staff411,Member,Staff411,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00412,Staff412,Member,Staff412,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00413,Staff413,Member,Staff413,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00414,Staff414,Member,Staff414,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00415,Staff415,Member,Staff415,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00416,Staff416,Member,Staff416,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00417,Staff417,Member,Staff417,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00418,Staff418,Member,Staff418,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00419,Staff419,Member,Staff419,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00420,Staff420,Member,Staff420,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00421,Staff421,Member,Staff421,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00422,Staff422,Member,Staff422,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00423,Staff423,Member,Staff423,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00424,Staff424,Member,Staff424,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00425,Staff425,Member,Staff425,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00426,Staff426,Member,Staff426,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00427,Staff427,Member,Staff427,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00428,Staff428,Member,Staff428,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00429,Staff429,Member,Staff429,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00430,Staff430,Member,Staff430,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00431,Staff431,Member,Staff431,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00432,Staff432,Member,Staff432,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00433,Staff433,Member,Staff433,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00434,Staff434,Member,Staff434,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00435,Staff435,Member,Staff435,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00436,Staff436,Member,Staff436,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00437,Staff437,Member,Staff437,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00438,Staff438,Member,Staff438,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00439,Staff439,Member,Staff439,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00440,Staff440,Member,Staff440,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00441,Staff441,Member,Staff441,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00442,Staff442,Member,Staff442,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00443,Staff443,Member,Staff443,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00444,Staff444,Member,Staff444,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00445,Staff445,Member,Staff445,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00446,Staff446,Member,Staff446,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00447,Staff447,Member,Staff447,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00448,Staff448,Member,Staff448,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00449,Staff449,Member,Staff449,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00450,Staff450,Member,Staff450,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00451,Staff451,Member,Staff451,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00452,Staff452,Member,Staff452,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00453,Staff453,Member,Staff453,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00454,Staff454,Member,Staff454,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00455,Staff455,Member,Staff455,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00456,Staff456,Member,Staff456,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00457,Staff457,Member,Staff457,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00458,Staff458,Member,Staff458,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00459,Staff459,Member,Staff459,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00460,Staff460,Member,Staff460,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00461,Staff461,Member,Staff461,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00462,Staff462,Member,Staff462,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00463,Staff463,Member,Staff463,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00464,Staff464,Member,Staff464,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00465,Staff465,Member,Staff465,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00466,Staff466,Member,Staff466,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00467,Staff467,Member,Staff467,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00468,Staff468,Member,Staff468,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00469,Staff469,Member,Staff469,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00470,Staff470,Member,Staff470,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00471,Staff471,Member,Staff471,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00472,Staff472,Member,Staff472,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00473,Staff473,Member,Staff473,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00474,Staff474,Member,Staff474,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00475,Staff475,Member,Staff475,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00476,Staff476,Member,Staff476,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00477,Staff477,Member,Staff477,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00478,Staff478,Member,Staff478,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00479,Staff479,Member,Staff479,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00480,Staff480,Member,Staff480,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00481,Staff481,Member,Staff481,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00482,Staff482,Member,Staff482,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00483,Staff483,Member,Staff483,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00484,Staff484,Member,Staff484,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00485,Staff485,Member,Staff485,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00486,Staff486,Member,Staff486,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00487,Staff487,Member,Staff487,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00488,Staff488,Member,Staff488,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00489,Staff489,Member,Staff489,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00490,Staff490,Member,Staff490,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00491,Staff491,Member,Staff491,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00492,Staff492,Member,Staff492,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00493,Staff493,Member,Staff493,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00494,Staff494,Member,Staff494,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00495,Staff495,Member,Staff495,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00496,Staff496,Member,Staff496,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00497,Staff497,Member,Staff497,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00498,Staff498,Member,Staff498,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00499,Staff499,Member,Staff499,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00500,Staff500,Member,Staff500,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00501,Staff501,Member,Staff501,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00502,Staff502,Member,Staff502,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00503,Staff503,Member,Staff503,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00504,Staff504,Member,Staff504,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00505,Staff505,Member,Staff505,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00506,Staff506,Member,Staff506,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00507,Staff507,Member,Staff507,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00508,Staff508,Member,Staff508,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00509,Staff509,Member,Staff509,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00510,Staff510,Member,Staff510,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00511,Staff511,Member,Staff511,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00512,Staff512,Member,Staff512,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00513,Staff513,Member,Staff513,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00514,Staff514,Member,Staff514,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00515,Staff515,Member,Staff515,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00516,Staff516,Member,Staff516,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00517,Staff517,Member,Staff517,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00518,Staff518,Member,Staff518,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00519,Staff519,Member,Staff519,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00520,Staff520,Member,Staff520,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00521,Staff521,Member,Staff521,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00522,Staff522,Member,Staff522,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00523,Staff523,Member,Staff523,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00524,Staff524,Member,Staff524,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00525,Staff525,Member,Staff525,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00526,Staff526,Member,Staff526,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00527,Staff527,Member,Staff527,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00528,Staff528,Member,Staff528,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00529,Staff529,Member,Staff529,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00530,Staff530,Member,Staff530,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00531,Staff531,Member,Staff531,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00532,Staff532,Member,Staff532,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00533,Staff533,Member,Staff533,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00534,Staff534,Member,Staff534,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00535,Staff535,Member,Staff535,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00536,Staff536,Member,Staff536,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00537,Staff537,Member,Staff537,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00538,Staff538,Member,Staff538,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00539,Staff539,Member,Staff539,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00540,Staff540,Member,Staff540,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00541,Staff541,Member,Staff541,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00542,Staff542,Member,Staff542,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00543,Staff543,Member,Staff543,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00544,Staff544,Member,Staff544,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00545,Staff545,Member,Staff545,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00546,Staff546,Member,Staff546,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00547,Staff547,Member,Staff547,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00548,Staff548,Member,Staff548,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00549,Staff549,Member,Staff549,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00550,Staff550,Member,Staff550,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00551,Staff551,Member,Staff551,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00552,Staff552,Member,Staff552,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00553,Staff553,Member,Staff553,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00554,Staff554,Member,Staff554,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00555,Staff555,Member,Staff555,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00556,Staff556,Member,Staff556,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00557,Staff557,Member,Staff557,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00558,Staff558,Member,Staff558,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00559,Staff559,Member,Staff559,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00560,Staff560,Member,Staff560,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00561,Staff561,Member,Staff561,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00562,Staff562,Member,Staff562,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00563,Staff563,Member,Staff563,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00564,Staff564,Member,Staff564,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00565,Staff565,Member,Staff565,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00566,Staff566,Member,Staff566,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00567,Staff567,Member,Staff567,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00568,Staff568,Member,Staff568,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00569,Staff569,Member,Staff569,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00570,Staff570,Member,Staff570,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00571,Staff571,Member,Staff571,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00572,Staff572,Member,Staff572,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
