id,level,gt_token_count,old_hits,old_coverage,new_hits,new_coverage,delta,missed_tokens_after,ground_truth_response,new_answer
L3-Q-XHARD-003,XHARD,27,6,0.2222,6,0.2222,0.0000,nt-lt-001 vendor-recall vendor v-002 value_text kbank-oper emp-l3-00010 emp-l3-00005 2025-06-01 2025-07-08 2025-09-09 001 36 002 1544400.00 1544400 06 07 08 00010 00005,"(1) NT-LT-001 recall: normal->active 2025-09-10 active->completed 2025-10-15 recall window 2025-09-10 ถึง 2025-10-15 (2) vendor-recall returns ของ NT-LT-001 ในช่วง recall = 36 รายการ 36 returns; return_reason='vendor recall -- V-002 NovaTech battery'; FACT_REFUND_PAID linked rows = 36; gross refund outflow / refund amount = 1,544,400.00 THB 1544400 บาท (3) DIM_POLICY_VERSION id=8 policy_variable=warranty_routing value_text=novatech_service effective 2025-06-01; warranty claims ของ NT-LT-001 ช่วงปกติ (2025-07-08..2025-09-09) route ไป novatech_service (4) refund จ่ายจากบัญชี FahMai KBANK-OPER withdrawal 36 rows sum -1,544,400 THB; return approved_by=EMP-L3-00010 แต่ refund payout approver=EMP-L3-00005 (ไม่ใช่ NovaTech V-002) (5) ไม่พบ deposit จาก V-002 เป็น cost-recovery/reimbursement ใน FACT_BANK_TRANSACTION และ FACT_VENDOR_PAYMENT (6) ยืนยัน net cost สุดท้ายไม่ได้: gross refund outflow คำนวณได้ recovery=0 แต่ vendor reimbursement อาจ settle ภายหลัง/ผ่าน credit note","| status_record_count | status | transition_date |
| --- | --- | --- |
| 3 | normal | 2024-01-01 |
| 3 | active | 2025-09-10 |
| 3 | completed | 2025-10-15 |"
L3-Q-XHARD-004,XHARD,20,2,0.1000,6,0.3000,0.2000,bkk-pkt operating v-005 2025-04-01 2025-04-15 864572.58 865000 13 18 11239443.55 17 4322862.90 005 15,"BKK-PKT April 2025 sales dip decomposition: (1) baseline ยอดขายต่อ op-day (avg March+May 2025) = 864,572.58 THB/op-day ปัดเป็น 865,000 THB/op-day (2) observed gross sales BKK-PKT เมษายน 2025 ทั้งเดือน = 10,668,300 THB 10668300 BKK-PKT เปิดเฉพาะ 2025-04-01..04-12 (12 op-days) แล้วปิด 04-13..04-30 (3) 18 operating days หายไป (30 calendar - 12 op-days) (4) renovation/maintenance เฉพาะ BKK-PKT (04-18..04-30 = 13 วัน) contribution = 11,239,443.55 THB ประมาณ 11.24M (5) Songkran network-wide closure (04-13..04-17 = 5 วัน) contribution = 4,322,862.90 THB ประมาณ 4.32M กระทบทุก physical branch (6) V-005 shortage (2025-04-15..05-12) ไม่ overlap กับวันที่ PKT เปิดในเมษายน contribution=0 THB Root cause หลัก = renovation เฉพาะ PKT (13 วัน) 864572.58 865000 10668300 18 11239443.55 4322862.90 0","| event_month | branch_name_en | event_fiscal_quarter | total_net_total_thb |
| --- | --- | --- | --- |
| 2025-01 | FahMai Phuket Road | 1 | 32,656,200.00 |
| 2025-10 | FahMai Phuket Road | 4 | 31,044,300.00 |
| 2025-02 | FahMai Phuket Road | 1 | 30,559,100.00 |
| 2025-07 | FahMai Phuket Road | 3 | 30,216,505.00 |
| 2025-06 | FahMai Phuket Road | 2 | 29,261,000.00 |
| 2025-09 | FahMai Phuket Road | 3 | 28,965,000.00 |
| 2025-05 | FahMai Phuket Road | 2 | 27,571,100.00 |
| 2025-12 | FahMai Phuket Road | 4 | 26,905,260.00 |
| 2025-08 | FahMai Phuket Road | 3 | 26,519,700.00 |
| 2025-03 | FahMai Phuket Road | 1 | 26,032,400.00 |
| 2025-11 | FahMai Phuket Road | 4 | 24,540,076.00 |
| 2025-04 | FahMai Phuket Road | 2 | 10,668,300.00 |"
L3-Q-XHARD-005,XHARD,22,4,0.1818,4,0.1818,0.0000,bkk-pkt operational-day 2025-04-13 13 38001475.81 38 18 30 11239443.55 49240919.36 49 87.8 56100600 95 7250048 6735722.58 107.64 7.64,"(1) Songkran-attributable network loss: physical store ทุกแห่งปิด 2025-04-13..04-17 (5 วัน) = 38,001,475.81 THB ประมาณ 38.00M (2) BKK-PKT incremental closure loss: 04-18..04-30 (13 วัน) เฉพาะ BKK-PKT = 11,239,443.55 THB ประมาณ 11.24M (3) Combined event-attributable loss = 49,240,919.36 THB ประมาณ 49.24M; อธิบาย ~87.8% ของ March->April gap 56,100,600 THB (หรือ ~95% หลังปรับ operational-day mix) (4) Demand-side test สำหรับ 9 physical branches ที่ไม่ใช่ BKK-PKT: April-open-days rate = 7,250,048 THB/op-day เทียบ flanking baseline Mar+May = 6,735,722.58 THB/op-day; April = 107.64% ของ baseline / สูงกว่า 7.64% -> demand-side weakening = NO สรุป: April drop ~20% เป็น calendar/closure-driven ไม่ใช่ demand weakness Songkran 5 วัน PKT renovation 13 วัน demand-side NO 38001475.81 11239443.55 49240919.36 56100600 7250048 6735722.58 107.64 7.64","| event_month | branch_name_en | row_count |
| --- | --- | --- |
| 2025-10 | FahMai Phuket Road | 517 |
| 2025-06 | FahMai Phuket Road | 511 |
| 2025-07 | FahMai Phuket Road | 504 |
| 2025-01 | FahMai Phuket Road | 503 |
| 2025-05 | FahMai Phuket Road | 483 |
| 2025-09 | FahMai Phuket Road | 472 |
| 2025-12 | FahMai Phuket Road | 468 |
| 2025-08 | FahMai Phuket Road | 467 |
| 2025-03 | FahMai Phuket Road | 459 |
| 2025-11 | FahMai Phuket Road | 458 |
| 2025-02 | FahMai Phuket Road | 450 |
| 2025-04 | FahMai Phuket Road | 179 |"
L3-Q-XHARD-006,XHARD,17,0,0.0000,10,0.5882,0.5882,violations 2025-02-15 2025 02 15 14 5000,"(1) employee_id = EMP-L3-00010 (CS Agent SUP IC ตัวแรก sort by employee_id) (2) violation ก่อน PM1 cutover (< 2025-02-15): 6 รายการ 6 pre-PM1 violations (3) ผลรวม THB ก่อน-PM1 = 21,750.00 THB 21750 (4) violation หลัง-PM1 (>= 2025-02-15): 8 รายการ 8 post-PM1 violations (5) ผลรวม THB หลัง-PM1 = 55,500.00 THB 55500 (6) ผลรวม THB ทั้งหมด (pre+post) = 77,250.00 THB 77250; total violations = 14 IC ceiling pre-PM1 = 0 (ต้องมี co-signer เสมอ) post-PM1 = 5,000 EMP-L3-00010 6 21750 8 55500 14 77250 policy_version_id 6 signing_authority 2025-02-15","| employee_id | pre_pm1_violation_count | pre_pm1_violation_amount_thb | post_pm1_violation_count | post_pm1_violation_amount_thb | total_violation_amount_thb | first_name_en | last_name_en | position_title | dept_code | position_level |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| EMP-L3-00010 | 6 | 21,750.00 | 8 | 55,500.00 | 77,250.00 | May | Support | CS Agent | SUP | IC |"
L3-Q-XHARD-007,XHARD,62,0,0.0000,0,0.0000,0.0000,vp-cl-l2-1533451 vp-cl-l2-54158968 vp-cl-l2-13125759 vp-cl-l2-91084441 vp-cl-l2-54920102 vp-cl-l2-124111847 vp-cl-l2-64394697 vp-cl-l2-141728529 rfd-cl-l2-16641584 rfd-cl-l2-238238340 rfd-cl-l2-187708871 rfd-cl-l2-158105581 emp-l3-00008 operations 2024-10-15 2024-12-03 2025-01-22 2025-03-11 2025-05-06 2024-11-22 2025-02-28 2025-05-23 345000 1533451 60000 2024 15 54158968 75000 03 13125759 85000 2025 01 22 91084441 55000 54920102 70000 05 06 750000 124111847 150000 64394697 250000 02 28 141728529 350000 23 19700 16641584 3500 238238340 4500 187708871 5500 158105581 6200 1114700 00008,"(1) Missing Co-Signer: 5 rows 345,000 THB VP-CL-L2-1533451 60,000 (2024-10-15) VP-CL-L2-54158968 75,000 (2024-12-03) VP-CL-L2-13125759 85,000 (2025-01-22) VP-CL-L2-91084441 55,000 (2025-03-11) VP-CL-L2-54920102 70,000 (2025-05-06) (2) Wrong-Tier: 3 rows 750,000 THB VP-CL-L2-124111847 150,000 (2024-11-22) VP-CL-L2-64394697 250,000 (2025-02-28) VP-CL-L2-141728529 350,000 (2025-05-23) (3) Late-Signing: 4 rows 19,700 THB RFD-CL-L2-16641584 3,500 (delay 12 days) RFD-CL-L2-238238340 4,500 (delay 10 days) RFD-CL-L2-187708871 5,500 (delay 11 days) RFD-CL-L2-158105581 6,200 (delay 10 days) Grand Total: 12 rows 1,114,700 THB 1114700 EMP-L3-00008 Ollie Logistics Operations Manager","| row_count |
| --- |
| 0 |"
L3-Q-XHARD-008,XHARD,22,4,0.1818,4,0.1818,0.0000,emp-l3-00001 vichai vp-202509-15179906 2024-01-02 2025-02-15 2024-01-01 2025-09-10 00001 2024 02 2025 15 4015 3120 202509 15179906 09 5000000,"(1) Founder & CEO: EMP-L3-00001, Vichai Leelawong; Incoming CEO: EMP-L3-00013, Naret Vision (2) วันที่แจ้งการเปลี่ยนผ่าน CEO อย่างเป็นทางการ: 2024-01-02 (3) signing authority ladder เปลี่ยนเวอร์ชัน 1 ครั้ง; effective_date: 2025-02-15 policy_version 5->6 5 (effective 2024-01-01, end 2025-02-15) 6 (effective 2025-02-15) (4) FACT_REFUND_PAID: before PM1 cutover (< 2025-02-15) = 4,015 rows 4015; from cutover onwards (>= 2025-02-15) = 3,120 rows 3120 (5) VP-202509-15179906 วันที่ 2025-09-10 ใส่ EMP-L3-00001 เป็น cosig_employee_id: ไม่เป็น anachronistic เพราะ EMP-L3-00001 (Vichai Leelawong) ยัง active ใน DIM_EMPLOYEE status=active ไม่มี termination_date ตำแหน่ง C-level signing authority ceiling=5,000,000 THB การเปลี่ยนผ่าน CEO ยังไม่เสร็จสมบูรณ์ Naret Vision ยังมี canon_role_label=Incoming CEO","| employee_id | first_name_en | last_name_en | position_title | canon_role_label |
| --- | --- | --- | --- | --- |
| EMP-L3-00013 | Naret | Vision | CEO | Incoming CEO |"
L3-Q-XHARD-009,XHARD,22,8,0.3636,8,0.3636,0.0000,emp-l3-00010 hkt-festname_en wk-sw-004brand_family emp-l3-00010dept_code 5900.00 5900 2024 21 2025 131.82 29 22 00010 100,"(1) branch_code: HKT-FEST name_en: FahMai Phuket Festival (2) sku_id: WK-SW-004 brand_family: WatchKit category: smartwatch msrp_thb: 5,900.00 5900 THB (3) batch-defect returns count: 28 rows 28 (return_reason CONTAINS 'hardware batch defect') (4) Baseline return-rate 2024-Q4: 0.00% (0 returns / 21 units sold) 0.00% (5) Observed return-rate 2025-Q2: 131.82% (29 returns / 22 units) 131.82% (6) return_amount_thb รวม: 165,200 THB 165200 (28 x 5,900 MSRP) (7) distinct approvers: 1 EMP-L3-00010 May Support dept_code=SUP position_level=IC อนุมัติ 28/28 rows HKT-FEST WK-SW-004 WatchKit 5900 28 0.00% 131.82% 165200 EMP-L3-00010 SUP IC | (1) Branch=branch_code: HKT-FEST,name_en: FahMai Phuket Festival (2) SKU + Spec=sku_id: WK-SW-004,brand_family: WatchKit,category: smartwatch,msrp_thb: 5,900.00 (3) Batch-defect returns count: Count: 28 rows (4) Baseline return-rate 2024-Q4 (Oct-Dec 2024)=Returns: 0 rows (ไม่มี WK-SW-004 returns ที่ HKT-FEST ใน Q4-2024),Sales quantity: 21 (จาก FACT_SALES_LINE_ITEM join FACT_SALES ที่ branch=HKT-FEST, sku=WK-SW-004),Return-rate: 0 / 21 = 0.00% (5) Observed return-rate 2025-Q2 (Apr-Jun 2025):Returns (ALL reasons): 29 rows,Sales quantity: 22,Return-rate: 29 / 22 = 131.82% (rate > 100% เพราะ batch-defect returns อ้างถึง original_txn_id ของ purchase รุ่นเก่ากว่า ไม่ใช่ in-quarter sales),ตอบ: 131.82% (6) Total return_amount_thb ของ batch-defect rows: Total: 165,200 THB (28 × 5,900 MSRP) (7) Approved-by analysis:Distinct approvers: 1 (EMP-L3-00010 อนุมัติทั้ง 28 rows) | Mode: EMP-L3-00010,dept_code: SUP,position_level: IC","| sku_id | branch_code | affected_branch_name | brand_family | category | return_count | total_return_amount_thb |
| --- | --- | --- | --- | --- | --- | --- |
| WK-SW-004 | HKT-FEST | FahMai Phuket Festival | WatchKit | smartwatch | 28 | 165,200.00 |"
L3-Q-XHARD-010,XHARD,19,1,0.0526,16,0.8421,0.7895,2026-01-15 2026 15,"(1) customer_id: CUST-L3-B2B-000200 (2) customer_name_en: B2B Customer 000200 (first_name_en=B2B Customer 000200 last_name_en='') (3) account_manager_id: EMP-L3-00002 (Ben Account B2B Account Manager) (4) txn_id: TXN-CL-L5-40298991 (5) business_event_date: 2025-12-18 (6) net_total_thb: 18,000,001.20 THB 18000001.20 บาท (7) total cross-fiscal open AR: 19,082,341.20 THB 19082341.20 บาท FY2568 as_of_date 2026-01-15 payment_received_date NULL pending","| customer_id | customer_name_en | account_manager_id | txn_id | business_event_date | net_total_thb | total_cross_fiscal_open_ar_thb |
| --- | --- | --- | --- | --- | --- | --- |
| CUST-L3-B2B-000200 | REDACTED_CUSTOMER REDACTED_CUSTOMER | EMP-L3-00002 | TXN-CL-L5-40298991 | 2025-12-18 | 18,000,001.20 | 19,082,341.20 |"
L3-Q-XHARD-011,XHARD,28,7,0.2500,7,0.2500,0.0000,vv-004-mon-batch-2567-q4-001 sku_id aw-mn-001 vendor_id empty vs customers 2024-12-01 2025-04-30 004 2567 001 16900.00 16900 591500 2025 30 1.82 7.60 4.2 38,"(1) Batch Identifier: vV-004-MON-BATCH-2567-Q4-001 (2) sku_id: AW-MN-001 brand_family: ArcWave category: monitor msrp_thb: 16,900.00 16900 THB is_third_party: false vendor_id: (empty) warranty_months: 24 (3) Cluster: 35 rows 35 claims; Total claim_amount_thb: 591,500 THB 591500 (35 x 16,900 = full MSRP) (4) Window: first 2024-12-01 last 2025-04-30 spans 5 calendar months (5) Lift ratio: 4.2x (pre-window 1.82 rows/month vs window 7.60 rows/month) 4.2 pre-window: 20 generic defect rows in 11 months; window: 35+3=38 rows in 5 months (6) Distinct cluster customers: 34 unique; with matching prior purchase of AW-MN-001: 0; without: 34 phantom-warranty signature: claims บันทึกไว้แต่ไม่มี matching FACT_SALES purchase record vV-004-MON-BATCH-2567-Q4-001 AW-MN-001 ArcWave 16900 35 591500 2024-12-01 2025-04-30 5 4.2x 34 0","| event_month | product_category | product_brand_family | vendor_name_en | row_count |
| --- | --- | --- | --- | --- |
| 2024-08 | monitor | FahMai |  | 35 |
| 2024-08 | laptop | FahMai |  | 34 |
| 2024-06 | smartphone | FahMai |  | 29 |
| 2024-02 | monitor | FahMai |  | 28 |
| 2024-10 | smartphone | FahMai |  | 28 |
| 2024-11 | laptop | FahMai |  | 27 |
| 2024-11 | monitor | FahMai |  | 27 |
| 2024-01 | laptop | FahMai |  | 26 |
| 2024-10 | smartwatch | FahMai |  | 26 |
| 2024-12 | laptop | FahMai |  | 26 |
| 2024-01 | smartphone | FahMai |  | 25 |
| 2024-01 | smartwatch | FahMai |  | 25 |
| 2024-05 | smartphone | FahMai |  | 25 |
| 2024-09 | laptop | FahMai |  | 25 |
| 2024-09 | monitor | FahMai |  | 25 |
| 2024-08 | smartphone | FahMai |  | 24 |
| 2024-02 | laptop | FahMai |  | 23 |
| 2024-04 | laptop | FahMai |  | 22 |
| 2024-06 | monitor | NovaTech | NovaTech | 22 |
| 2024-07 | laptop | FahMai |  | 22 |
| 2024-01 | monitor | FahMai |  | 21 |
| 2024-02 | smartwatch | FahMai |  | 21 |
| 2024-03 | smartphone | FahMai |  | 21 |
| 2024-04 | smartphone | FahMai |  | 21 |
| 2024-10 | monitor | FahMai |  | 21 |
| 2024-04 | monitor | FahMai |  | 20 |
| 2024-05 | laptop | FahMai |  | 20 |
| 2024-05 | smartwatch | FahMai |  | 20 |
| 2024-07 | monitor | FahMai |  | 20 |
| 2024-07 | smartwatch | FahMai |  | 20 |
| 2024-10 | laptop | FahMai |  | 20 |
| 2024-03 | monitor | FahMai |  | 19 |
| 2024-05 | smartphone | NovaTech | NovaTech | 19 |
| 2024-08 | smartphone | NovaTech | NovaTech | 19 |
| 2024-12 | monitor | FahMai |  | 19 |
| 2024-03 | smartphone | NovaTech | NovaTech | 18 |
| 2024-08 | smartwatch | FahMai |  | 18 |
| 2024-09 | smartphone | FahMai |  | 18 |
| 2024-10 | monitor | NovaTech | NovaTech | 18 |
| 2024-02 | smartphone | FahMai |  | 17 |
| 2024-05 | monitor | FahMai |  | 17 |
| 2024-06 | smartwatch | FahMai |  | 17 |
| 2024-09 | smartwatch | FahMai |  | 17 |
| 2024-11 | smartwatch | FahMai |  | 17 |
| 2024-12 | smartwatch | FahMai |  | 17 |
| 2024-01 | smartphone | NovaTech | NovaTech | 16 |
| 2024-02 | smartphone | NovaTech | NovaTech | 16 |
| 2024-03 | laptop | FahMai |  | 16 |
| 2024-03 | smartwatch | FahMai |  | 16 |
| 2024-05 | monitor | NovaTech | NovaTech | 16 |"
L3-Q-XHARD-012,XHARD,11,3,0.2727,3,0.2727,0.0000,v1 v2 bkk-ctw version 2025-04-01 842 702 17240800,"(1) Schema cutover v1->v2: 2025-04-01 (2) v1 discount column: discount_amt; v2 rename: discount_total_thb (3) New columns in v2: payment_terminal_id, loyalty_tier_at_purchase (4) BKK-CTW March 2025 POS lines: 842 (5) BKK-CTW April 2025 POS lines: 702 (6) BKK-CTW March 2025 gross revenue: 17,240,800 THB 17240800 2025-04-01 discount_amt discount_total_thb payment_terminal_id loyalty_tier_at_purchase 842 702 17240800 | (1) Schema version cutover date (v1 → v2): 2025-04-01 (2) Discount column rename:v1 name-discount_amt,v2 name-discount_total_thb (3) New columns added in v2 (not present in v1):payment_terminal_id ,loyalty_tier_at_purchase (4) BKK-CTW March 2025 POS log lines (excluding headers): 842 (5) BKK-CTW April 2025 POS log lines (excluding headers): 702 (6) BKK-CTW March 2025 total gross revenue (SUM quantity × unit_price_thb): 17,240,800 THB","| event_year | event_month | branch_name_en | event_fiscal_quarter | row_count |
| --- | --- | --- | --- | --- |
| 2025 | 2025-10 | FahMai Central World | 4 | 1697 |
| 2025 | 2025-07 | FahMai Central World | 3 | 1649 |
| 2025 | 2025-01 | FahMai Central World | 1 | 1644 |
| 2025 | 2025-08 | FahMai Central World | 3 | 1602 |
| 2025 | 2025-12 | FahMai Central World | 4 | 1581 |
| 2025 | 2025-11 | FahMai Central World | 4 | 1561 |
| 2025 | 2025-05 | FahMai Central World | 2 | 1556 |
| 2025 | 2025-03 | FahMai Central World | 1 | 1540 |
| 2025 | 2025-01 | FahMai Phuket Road | 1 | 1512 |
| 2025 | 2025-10 | FahMai Phuket Road | 4 | 1491 |
| 2025 | 2025-09 | FahMai Central World | 3 | 1463 |
| 2025 | 2025-06 | FahMai Central World | 2 | 1428 |
| 2025 | 2025-07 | FahMai Phuket Road | 3 | 1423 |
| 2025 | 2025-02 | FahMai Central World | 1 | 1414 |
| 2025 | 2025-06 | FahMai Phuket Road | 2 | 1408 |
| 2025 | 2025-02 | FahMai Phuket Road | 1 | 1395 |
| 2025 | 2025-09 | FahMai Phuket Road | 3 | 1388 |
| 2025 | 2025-04 | FahMai Central World | 2 | 1385 |
| 2025 | 2025-12 | FahMai Phuket Road | 4 | 1342 |
| 2025 | 2025-05 | FahMai Phuket Road | 2 | 1281 |
| 2025 | 2025-03 | FahMai Phuket Road | 1 | 1264 |
| 2025 | 2025-08 | FahMai Phuket Road | 3 | 1241 |
| 2025 | 2025-11 | FahMai Phuket Road | 4 | 1181 |
| 2025 | 2025-04 | FahMai Phuket Road | 2 | 545 |"
L3-Q-XHARD-013,XHARD,31,16,0.5161,16,0.5161,0.0000,2025-07-01 2025-07-14 2025-07-15 2025-07-16 2025-07-31 2025 07 01 15 16 3.4 98.5 0.050000 150843700 1945,"(1) Preorder phase (2025-07-01 to 2025-07-14): 3,192 units 3192 daily pattern: uniform 228/day avg ไม่มี spike ในช่วง preorder (2) Launch day (2025-07-15): 504 units 504, spike 2.21x vs avg preorder 228/day (3) Post-launch (2025-07-16 to 2025-07-31): 54 units 54 in 16 days (avg 3.4/day) demand cliff ร่วง ~98.5% จาก preorder baseline (4) Campaign window (2025-07-15 to 2025-07-31): 558 units 558; Full July: 3,750 units 3750; ไม่ใกล้เคียงกัน campaign window เป็นเพียง 14.88% ของ full July และ full-July units ส่วนใหญ่คือ preorder 3,192 units / demand front-loaded before campaign window (5) Discount mechanic: promo_mechanic_id=1 pct_off 5% basket level FACT_SALES.discount_total_thb / FACT_SALES.basket_total_thb = 0.050000 ทุก txn line_discount_thb ของ SF-Galaxy-Pro-2568 = 0 ทุก row เพราะส่วนลดถูกลงที่ basket-level ไม่ใช่ line-item; total discount cost = 7,542,185 THB 7542185 = 5% ของ tagged FACT_SALES.basket_total_thb 150,843,700 THB; บาง basket มีสินค้าอื่นรวมด้วยจึงไม่ใช่ 1,945 THB ต่อ txn เสมอ; promo_mechanic_id=1 pct_off 0.05 เป็น THB discount, promo_mechanic_id=2 point_multiplier 2x ไม่ใช่ discount cash cost 3192 504 2.21 54 558 3750 14.88 5% 7542185 150843700 promo_mechanic_id 1 2 line_discount_thb 0","| sku_id | campaign_id | preorder_units | avg_preorder_daily_units | min_preorder_daily_units | max_preorder_daily_units | preorder_daily_pattern | launch_day_units | launch_spike_vs_preorder_avg | post_launch_units | avg_post_launch_daily_units | campaign_window_units | full_july_units | campaign_units_pct_of_july | sku_line_discount_total_thb | campaign_discount_total_thb | campaign_txn_count | promo_mechanic_ids | mechanic_values |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| SF-Galaxy-Pro-2568 | SF-LAUNCH-2568 | 3192 | 228.00 | 228 | 228 | uniform | 504 | 2.21 | 54 | 3.60 | 558 | 3750 | 14.88 | 0.00 | 7,542,185.00 | 3749 | 1,2 | pct_off:0.05 |"
L3-Q-XHARD-014,XHARD,20,15,0.7500,15,0.7500,0.0000,vendor-recall v-002 vs 35 002,"(1) recall_status state machine: [(normal, 2024-01-01), (active, 2025-09-10), (completed, 2025-10-15)] 3 transitions normal active completed (2) Recall window: 2025-09-10 ถึง 2025-10-15 (35 วัน) (3) Vendor-recall returns: 36 ใบ 36 (return_reason ระบุ vendor recall V-002 NovaTech battery) (4) Refund amount: 1,544,400.00 THB 1544400 บาท (5) Lost revenue: 2,574,000.00 THB 2574000 บาท (baseline 35-day vs recall window 35-day) (6) Early-warning warranty claims: 25 claims 25 (claim_reason บ่งชี้ pre-recall battery concern) 2024-01-01 2025-09-10 2025-10-15 35 36 1544400 2574000 25","| sku_id | recall_state_machine | recall_active_date | recall_completed_date | vendor_recall_return_rows | return_amount_total_thb | refund_paid_thb | baseline_revenue_thb | recall_window_revenue_thb | lost_revenue_thb | early_warning_claims |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| NT-LT-001 | normal:2024-01-01; active:2025-09-10; completed:2025-10-15 | 2025-09-10 | 2025-10-15 | 36 | 1,544,400.00 | 1,544,400.00 | 6,821,100.00 | 4,247,100.00 | 2,574,000.00 | 25 |"
L3-Q-XHARD-015,XHARD,19,4,0.2105,4,0.2105,0.0000,vendor wcl-cl-e9_pre vs wc volume 2025-07-08 2025-09-09 07 08 2000 2031 43 731 628 672,"(1) Pre-recall battery concern claims: 25 claims 25 ใน FACT_WARRANTY_CLAIM ก่อน 2025-09-10 (2) Date range: 2025-07-08 (first) -> 2025-09-09 (last); gap = 1 วัน 1 day ก่อน recall (3) Pre-recall cluster route ไป novatech_service (vendor service center); normal claims route ไป fahmai_cs; claim_id prefix: WCL-CL-E9_PRE- vs WC-; original_txn_id: blank in pre-recall vs present in normal (4) Cross-modal chat_line_oa: ~2,000 Powercell X3 chats Jul-Sep 2025 (2031 threads ~43% volume); Jul=731 Aug=628 Sep=672; tone neutral/product inquiry; ไม่มี complaint spike; ไม่ corroborate กับ warranty cluster signal; early-warning ปรากฏใน back-end warranty data ก่อน front-end 25 2025-07-08 2025-09-09 1 novatech_service fahmai_cs WCL-CL-E9_PRE- WC- 2000 2031","| status_record_count | status | transition_date |
| --- | --- | --- |
| 3 | normal | 2024-01-01 |
| 3 | active | 2025-09-10 |
| 3 | completed | 2025-10-15 |"
L3-Q-XHARD-016,XHARD,11,3,0.2727,3,0.2727,0.0000,emp-l3-00010 2025-02-15 4000 4999 7000 7999 5000 00010,"(1) Pre-PM1 mode-bucket: 4000-4999 ฿4,000-฿4,999 (2) Pre-PM1 mode-bucket count: 3 refunds 3 (3) Post-PM1 mode-bucket: 7000-7999 ฿7,000-฿7,999 (4) Post-PM1 mode-bucket count: 4 refunds 4 (5) PM1 policy: policy_version_id = 6 policy_class signing_authority effective 2025-02-15 policy_variable refund_signing_authority_ladder scope global (6) PM1 effective_date: 2025-02-15 Pre-PM1: IC/SUP ceiling=0 must co-sign; Post-PM1: IC/SUP ceiling=5,000 ladder_row_id=4 EMP-L3-00010 SUP IC 4000-4999 3 7000-7999 4 6 2025-02-15","| policy_version_id | policy_variable | value_numeric | effective_date | end_date |
| --- | --- | --- | --- | --- |
| 11 | refund_threshold_thb | 2,000.00 | 2024-01-01 | 2025-03-15 |"
L3-Q-XHARD-017,XHARD,18,12,0.6667,12,0.6667,0.0000,42900 70.7 2024 2025 24 79,"(1) Top B2B customer all-time: customer_id = CUST-L3-B2B-000200 ยอดซื้อรวม = 25,867,541.20 THB 25867541.20 บาท (45 transactions is_b2b=true ทุกปี) (2) Top SKU: NT-LT-001 (NovaTech laptop flagship MSRP 42,900 THB) line_total_thb = 18,300,301.20 THB 18300301.20 qty = 627 units 70.7% of total (3) Distinct active months: 19 (Jan 2024 -> Dec 2025 from 24 months span, active rate ~79%) CUST-L3-B2B-000200 25867541.20 NT-LT-001 NovaTech 18300301.20 627 19","| customer_id | total_spent_thb | transaction_count | top_sku_id | brand_family | category | sku_line_total_thb | sku_units | distinct_active_months |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| CUST-L3-B2B-000200 | 25,867,541.20 | 45 | NT-LT-001 | NovaTech | laptop | 18,300,301.20 | 627 | 19 |"
L3-Q-XHARD-018,XHARD,14,12,0.8571,12,0.8571,0.0000,111 31090,"(1) sku_id: NT-LT-001 (NovaTech laptop flagship) brand_family: NovaTech category: laptop เดือนที่พุ่ง: 2025-12 (728 units 728 spike 6.5x trailing avg ~111/month) 620 จาก 728 units (85%) ขายต่ำกว่า MSRP 42,900 อย่างน้อย 25% avg unit_price ~31,090 discount ~28% (2) Foregone revenue: 8,597,998.80 THB 8597998.80 บาท SUM[(42900 - unit_price_thb) x quantity] for discounted items NT-LT-001 NovaTech laptop 728 2025-12 8597998.80 | (1) ระบุ SKU + Product Identity: sku_id = NT-LT-001 (brand_family = NovaTech, category = laptop, subcategory = flagship) — เดือนที่พุ่ง: 2025-12 (728 units, spike 6.5x เท่าของ trailing 12-month avg ~111 units/month) โดย 620 จาก 728 units (85%) ขายในราคาต่ำกว่า MSRP 42,900 อย่างน้อย 25% (avg unit_price ~31,090 = discount ~28%) (2) Foregone Revenue: 8,597,998.80 THB สูตร: SUM[(42,900 − unit_price_thb) × quantity] เฉพาะ line items ของ NT-LT-001 ใน 2025-12 ที่ unit_price_thb < msrp_thb (620 discounted units จาก 728 total)","| sku_id | brand_family | category | sales_month | month_units | trailing_avg_units | unit_spike_ratio | discounted_units | discounted_unit_pct | avg_unit_price_thb | msrp_thb | avg_discount_pct | foregone_revenue_thb |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| NT-LT-001 | NovaTech | laptop | 2025-12 | 728 | 109.82 | 6.63 | 620 | 85.16 | 29,032.26 | 42,900.00 | 32.33 | 8,597,998.80 |"
